0.000,20.00,20.39,40.15491777,-113.15391349,1698.7
0.024,20.00,20.39,40.15491777,-113.15391349,1698.7
0.049,20.00,20.39,40.15491777,-113.15391349,1698.7
0.074,20.00,20.39,40.15491777,-113.15391349,1698.7
0.099,20.00,20.39,40.15491777,-113.15391349,1698.7
0.124,20.00,20.39,40.15491777,-113.15391349,1698.7
0.149,20.00,20.35,40.15491777,-113.15391349,1698.7
0.174,20.00,20.35,40.15491777,-113.15391349,1698.7
0.199,20.00,20.35,40.15491777,-113.15391349,1698.7
0.224,20.00,20.35,40.15491777,-113.15391349,1698.7
0.249,20.00,20.35,40.15491777,-113.15391349,1698.7
0.274,20.00,20.35,40.15491777,-113.15391349,1698.7
0.299,20.00,20.35,40.15491777,-113.15391349,1698.7
0.325,20.00,20.35,40.15491777,-113.15391349,1698.3
0.349,20.00,20.35,40.15491777,-113.15391349,1698.3
0.374,20.00,20.35,40.15491777,-113.15391349,1698.3
0.399,20.00,20.35,40.15491777,-113.15391349,1698.3
0.424,20.00,20.35,40.15491777,-113.15391349,1698.3
0.449,20.00,20.35,40.15491777,-113.15391349,1698.3
0.474,20.00,20.35,40.15491777,-113.15391349,1698.3
0.499,20.00,20.35,40.15491777,-113.15391349,1698.3
0.524,20.00,20.35,40.15491777,-113.15391349,1698.3
0.549,20.00,20.35,40.15491777,-113.15391349,1698.3
0.574,20.00,20.35,40.15491777,-113.15391349,1698.3
0.599,20.00,20.35,40.15491777,-113.15391349,1698.3
0.624,20.00,20.35,40.15491777,-113.15391349,1698.3
0.649,20.00,20.35,40.15491777,-113.15391349,1698.3
0.674,20.00,20.35,40.15491777,-113.15391349,1698.3
0.700,20.00,20.35,40.15491777,-113.15391349,1698.3
0.724,20.00,20.35,40.15491777,-113.15391349,1698.3
0.749,20.00,20.35,40.15491777,-113.15391349,1698.3
0.774,20.00,20.35,40.15491777,-113.15391349,1698.3
0.799,20.00,20.35,40.15491777,-113.15391349,1698.3
0.825,20.00,20.35,40.15491777,-113.15391349,1698.3
0.849,20.00,20.35,40.15491777,-113.15391349,1698.3
0.874,20.00,20.35,40.15491777,-113.15391349,1698.3
0.899,20.00,20.35,40.15491777,-113.15391349,1698.3
0.924,20.00,20.35,40.15491777,-113.15391349,1698.3
0.949,20.00,20.35,40.15491777,-113.15391349,1698.3
0.974,20.00,20.35,40.15491777,-113.15391349,1698.3
0.999,20.00,20.35,40.15491777,-113.15391349,1698.3
1.024,20.00,20.39,40.15491777,-113.15391349,1698.3
1.049,20.00,20.39,40.15491777,-113.15391349,1698.3
1.074,20.00,20.39,40.15491777,-113.15391349,1698.3
1.099,20.00,20.39,40.15491777,-113.15391349,1698.3
1.124,20.00,20.39,40.15491777,-113.15391349,1698.3
1.149,20.00,20.39,40.15449089,-113.15419353,1698.3
1.174,20.00,20.39,40.15449089,-113.15419353,1698.3
1.199,20.00,20.39,40.15449089,-113.15419353,1698.3
1.224,20.00,20.39,40.15449089,-113.15419353,1698.3
1.249,20.00,20.39,40.15449089,-113.15419353,1698.3
1.274,20.00,20.39,40.15449089,-113.15419353,1698.3
